"","PROBEID","SYMBOL","ENTREZID","GENENAME","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"1","1415673_at","Psph","100678","phosphoserine phosphatase",-0.0993466554265288,6.73610339199263,-0.536423369226624,0.599510070975727,0.874949634755063,-5.6744609103691
"2","1415685_at","Mtif2","76784","mitochondrial translational initiation factor 2",0.520843256178471,8.31808923681768,4.15154170383577,0.00084770410517404,0.22763205919419,-0.455400592051963
"3","1415698_at","Golm1","105348","golgi membrane protein 1",-0.232564528216916,6.64922925793604,-0.658499289733878,0.520169778430924,0.842203053357442,-5.60529130497904
"4","1415743_at","Hdac5","15184","histone deacetylase 5",0.162514788508244,7.3560006035339,0.955904382808546,0.354231855403905,0.760399960284322,-5.38254304943203
"5","1415750_at","Tbl3","213773","transducin (beta)-like 3",0.197468652686014,7.09153292040754,1.50980114477782,0.151811883706727,0.609725010198229,-4.78694147706576
"6","1415773_at","Ncl","17975","nucleolin",-0.107569931594477,6.61215924358086,-0.427668465301866,0.674951889997458,0.902570325968498,-5.72462308272464
"7","1415776_at","Aldh3a2","11671","aldehyde dehydrogenase family 3, subfamily A2",-0.129675539831413,8.13223458133501,-0.404534649128116,0.691513374918602,0.906942997423857,-5.73387449431958
"8","1415794_a_at","Spin1","20729","spindlin 1",-0.0648238494198949,9.5026179958176,-0.390601924898307,0.701567571493499,0.909065998463211,-5.73920392075618
"9","1415822_at","Scd2","20250","stearoyl-Coenzyme A desaturase 2",-0.488159297389683,5.28926834887896,-1.96157695337718,0.0685909652416334,0.525593771396648,-4.16365088906005
"10","1415834_at","Dusp6","67603","dual specificity phosphatase 6",0.340009264564827,8.92541668372683,1.72275824402521,0.105421397881726,0.563304703714883,-4.50598491516341
"11","1415849_s_at","Stmn1","16765","stathmin 1",-0.116214276058879,7.28809991114493,-0.471405768681495,0.644115450238791,0.890053589345832,-5.7057661925211
"12","1415855_at","Kitl","17311","kit ligand",-0.499146717034598,4.32776981591156,-2.01389363126319,0.0622663488088066,0.509692937346601,-4.08530791101246
"13","1415859_at","Eif3c","56347","eukaryotic translation initiation factor 3, subunit C",0.856132681501334,6.87619957694504,2.03205253688516,0.060198313226749,0.507286853519966,-4.05785909625771
"14","1415865_s_at","Bpgm","12183","2,3-bisphosphoglycerate mutase",0.0688375784023982,6.95007507516245,0.370125785278579,0.716448306677304,0.913372148226522,-5.74670449716506
"15","1415890_at","Papss1","23971","3'-phosphoadenosine 5'-phosphosulfate synthase 1",0.0223304297783375,8.19721475430134,0.135009831165004,0.894394108138187,0.971045873596377,-5.80416964728441
"16","1415899_at","Junb","16477","jun B proto-oncogene",-0.350026429393281,5.59878342252518,-0.897755349080196,0.38346047395622,0.777665104838602,-5.43190680782738
"17","1415908_at","Tspyl1","22110","testis-specific protein, Y-encoded-like 1",-0.147339568214864,7.74598146346895,-0.855167157481232,0.405873871371268,0.789662805720761,-5.46631125244786
"18","1415919_at","Npdc1","18146","neural proliferation, differentiation and control 1",-0.037214566351448,5.08169928944981,-0.202250278189111,0.842431029795523,0.954472975425296,-5.79315904160617
"19","1415925_a_at","Nup62","18226","nucleoporin 62",0.421934146444484,6.97241326345219,2.53868431590811,0.0226649425400538,0.456632432823152,-3.24804800170307
"20","1415935_at","Smoc2","64074","SPARC related modular calcium binding 2",-0.461982838751526,5.77614443061214,-1.47408708636596,0.161077311971365,0.618593255045427,-4.83153135740912
"21","1415938_at","Spink1","20730","serine peptidase inhibitor, Kazal type 1",-0.540839501399153,3.80085113978095,-1.19996835458567,0.248710268781351,0.676288119167212,-5.146693681293
"22","1415941_s_at","Zfand2a","100494","zinc finger, AN1-type domain 2A",0.156446331513263,5.92480583248972,0.84793215082685,0.409765747548076,0.790983552224084,-5.47200694137025
"23","1415949_at","Cpe","12876","carboxypeptidase E",-1.06413318852826,3.27099031884553,-1.72430531625279,0.10513535249162,0.563258140632872,-4.5038548527766
"24","1415958_at","Slc2a4","20528","solute carrier family 2 (facilitated glucose transporter), member 4",-0.174038645603179,5.58505978940004,-0.910013983483965,0.377166516290341,0.775613736380978,-5.42172798496348
"25","1415965_at","Scd1","20249","stearoyl-Coenzyme A desaturase 1",-0.44620022526675,9.47854725124024,-0.877316810304736,0.394110972574198,0.785206593455759,-5.44860436121342
